sentence,intent
remove extreme quantity values,REMOVE_OUTLIERS_COLUMN
help me to remove duplicate rows,REMOVE_DUPLICATES_ROWS
country encode,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
perform normalization on quantity,NORMALIZE_COLUMN
fix missing values in department with median,FILL_NA
help me to scale price between 0 and 1,NORMALIZE_COLUMN
kindly cast gender as int,TYPE_CAST
convert experience to z scores,STANDARDIZE_COLUMN
remove row duplicates,REMOVE_DUPLICATES_ROWS
could you status label encoding,LABEL_ENCODE_COLUMN
please change country into integer,TYPE_CAST
can you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
clean duplicate observations,REMOVE_DUPLICATES_ROWS
please discard the department field,DROP_COLUMN
substitute missing values in gender by average,FILL_NA
I want to delete repeated records,REMOVE_DUPLICATES_ROWS
standardize the values of salary,STANDARDIZE_COLUMN
I need to price normalization,NORMALIZE_COLUMN
make quantity between 0 and 1,NORMALIZE_COLUMN
convert category into numeric labels,LABEL_ENCODE_COLUMN
scale rating between 0 and 1,NORMALIZE_COLUMN
I need to apply min max scaling to experience,NORMALIZE_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
perform standard scaling on score,STANDARDIZE_COLUMN
bring income to range 0 and 1,NORMALIZE_COLUMN
perform normalization on rating,NORMALIZE_COLUMN
I want to remove department attribute completely,DROP_COLUMN
kindly keep only unique rows,REMOVE_DUPLICATES_ROWS
replace empty data in city with average,FILL_NA
discard the gender field,DROP_COLUMN
turn department into int,TYPE_CAST
help me to change data type of country to string,TYPE_CAST
apply min max scaling to experience,NORMALIZE_COLUMN
score standardization,STANDARDIZE_COLUMN
apply standard scaler to score,STANDARDIZE_COLUMN
could you z score scale price,STANDARDIZE_COLUMN
rescale price using min max normalization,NORMALIZE_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
encode status,LABEL_ENCODE_COLUMN
age standardization,STANDARDIZE_COLUMN
discard the status field,DROP_COLUMN
help me to income remove outliers,REMOVE_OUTLIERS_COLUMN
remove the country feature,DROP_COLUMN
I want to standard scale age,STANDARDIZE_COLUMN
can you bring score to range 0 and 1,NORMALIZE_COLUMN
standard scale experience,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
transform category using label encoder,LABEL_ENCODE_COLUMN
label encode country,LABEL_ENCODE_COLUMN
keep only unique rows,REMOVE_DUPLICATES_ROWS
perform missing value imputation on status using median,FILL_NA
rescale salary using min max normalization,NORMALIZE_COLUMN
keep only unique rows,REMOVE_DUPLICATES_ROWS
please clean duplicates,REMOVE_DUPLICATES_ROWS
age normalization,NORMALIZE_COLUMN
use median strategy to treat empty values in country,FILL_NA
clean duplicates,REMOVE_DUPLICATES_ROWS
please fix blank values in category with median,FILL_NA
standard scale age,STANDARDIZE_COLUMN
z score scale score,STANDARDIZE_COLUMN
rescale price using min max normalization,NORMALIZE_COLUMN
I need to transform score to zero mean and unit variance,STANDARDIZE_COLUMN
I need to apply label encoding to gender,LABEL_ENCODE_COLUMN
transform category using label encoder,LABEL_ENCODE_COLUMN
cast status as string,TYPE_CAST
I want to gender fill missing with most frequent value,FILL_NA
experience normalization,NORMALIZE_COLUMN
deduplicate the dataset,REMOVE_DUPLICATES_ROWS
standard scale score,STANDARDIZE_COLUMN
standard scale income,STANDARDIZE_COLUMN
salary remove outliers,REMOVE_OUTLIERS_COLUMN
could you exclude abnormal quantity values,REMOVE_OUTLIERS_COLUMN
use median strategy to treat NaN values in city,FILL_NA
I want to drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
experience remove outliers,REMOVE_OUTLIERS_COLUMN
I need to scale income between 0 and 1,NORMALIZE_COLUMN
resolve missing issue in department,FILL_NA
replace empty data in gender with average,FILL_NA
apply min max scaling to score,NORMALIZE_COLUMN
kindly convert gender into numeric labels,LABEL_ENCODE_COLUMN
please get rid of outliers in income,REMOVE_OUTLIERS_COLUMN
department convert to int,TYPE_CAST
standardize the values of income,STANDARDIZE_COLUMN
help me to encode categories in category as integers,LABEL_ENCODE_COLUMN
perform standard scaling on score,STANDARDIZE_COLUMN
assign labels to category,LABEL_ENCODE_COLUMN
category delete,DROP_COLUMN
get rid of city,DROP_COLUMN
convert city to numbers,LABEL_ENCODE_COLUMN
department should be string,TYPE_CAST
standardize income,STANDARDIZE_COLUMN
gender convert to float,TYPE_CAST
can you drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
please use mode strategy to treat NaN values in status,FILL_NA
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
I need to convert department to int,TYPE_CAST
help me to category label encoding,LABEL_ENCODE_COLUMN
set category datatype as int,TYPE_CAST
I want to transform category into string type,TYPE_CAST
perform standard scaling on salary,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
could you typecast category into int,TYPE_CAST
make gender a int column,TYPE_CAST
delete repeated records,REMOVE_DUPLICATES_ROWS
category delete,DROP_COLUMN
transform city into float type,TYPE_CAST
I want to z-score normalize age,STANDARDIZE_COLUMN
make rating between 0 and 1,NORMALIZE_COLUMN
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
standardize the values of salary,STANDARDIZE_COLUMN
scale score between 0 and 1,NORMALIZE_COLUMN
can you substitute unknown values in department by median,FILL_NA
please remove category attribute completely,DROP_COLUMN
I need to city encode,LABEL_ENCODE_COLUMN
discard the status field,DROP_COLUMN
change city into string,TYPE_CAST
can you remove outliers in experience,REMOVE_OUTLIERS_COLUMN
transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
I want to normalize experience,NORMALIZE_COLUMN
country fill missing with average,FILL_NA
convert status into numeric labels,LABEL_ENCODE_COLUMN
get rid of category,DROP_COLUMN
cast gender as integer,TYPE_CAST
I need to assign labels to city,LABEL_ENCODE_COLUMN
change gender into integer,TYPE_CAST
please drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
kindly drop extreme rating,REMOVE_OUTLIERS_COLUMN
help me to update status type to float,TYPE_CAST
normalize experience,NORMALIZE_COLUMN
encode categories in city as integers,LABEL_ENCODE_COLUMN
z score scale quantity,STANDARDIZE_COLUMN
make city a float column,TYPE_CAST
I want to filter extreme values from score,REMOVE_OUTLIERS_COLUMN
status remove,DROP_COLUMN
trim extreme observations in experience,REMOVE_OUTLIERS_COLUMN
convert gender into numeric labels,LABEL_ENCODE_COLUMN
help me to transform category into string type,TYPE_CAST
apply feature scaling to salary,NORMALIZE_COLUMN
I need to z-score normalize price,STANDARDIZE_COLUMN
map category categories to numbers,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
drop extreme experience,REMOVE_OUTLIERS_COLUMN
change city into string,TYPE_CAST
typecast status into integer,TYPE_CAST
score normalization,NORMALIZE_COLUMN
I need to drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
help me to apply standard scaler to experience,STANDARDIZE_COLUMN
I want to apply feature scaling to score,NORMALIZE_COLUMN
apply label encoding to city,LABEL_ENCODE_COLUMN
perform missing value imputation on category using median,FILL_NA
help me to remove the category feature,DROP_COLUMN
take out status,DROP_COLUMN
I want to omit gender field,DROP_COLUMN
bring salary to range 0 and 1,NORMALIZE_COLUMN
can you omit country field,DROP_COLUMN
I need to apply min max scaling to quantity,NORMALIZE_COLUMN
status remove,DROP_COLUMN
please mean imputation for department,FILL_NA
help me to drop anomalous data points in rating,REMOVE_OUTLIERS_COLUMN
I need to no duplicate rows,REMOVE_DUPLICATES_ROWS
apply z score normalization to income,STANDARDIZE_COLUMN
can you convert gender to numbers,LABEL_ENCODE_COLUMN
replace all undefined in category by median,FILL_NA
get rid of gender,DROP_COLUMN
filter extreme values from rating,REMOVE_OUTLIERS_COLUMN
remove extreme score values,REMOVE_OUTLIERS_COLUMN
apply standard scaler to salary,STANDARDIZE_COLUMN
I need to normalize quantity,NORMALIZE_COLUMN
I want to set department datatype as string,TYPE_CAST
drop column country,DROP_COLUMN
status encode,LABEL_ENCODE_COLUMN
please change data type of gender to int,TYPE_CAST
clean outliers from experience,REMOVE_OUTLIERS_COLUMN
please remove redundant rows,REMOVE_DUPLICATES_ROWS
exclude department column,DROP_COLUMN
clean outliers from score,REMOVE_OUTLIERS_COLUMN
help me to min max normalize salary,NORMALIZE_COLUMN
apply min max scaling to score,NORMALIZE_COLUMN
score remove outliers,REMOVE_OUTLIERS_COLUMN
cast gender as int,TYPE_CAST
cast department as int,TYPE_CAST
could you z-score normalize score,STANDARDIZE_COLUMN
could you drop city,DROP_COLUMN
gender convert to string,TYPE_CAST
I need to income remove outliers,REMOVE_OUTLIERS_COLUMN
please encode categories in department as integers,LABEL_ENCODE_COLUMN
remove outliers in price,REMOVE_OUTLIERS_COLUMN
update country type to string,TYPE_CAST
I need to discard the country field,DROP_COLUMN
could you turn status into integer,TYPE_CAST
get rid of gender,DROP_COLUMN
get rid of country,DROP_COLUMN
bring experience to range 0 and 1,NORMALIZE_COLUMN
rescale price using min max normalization,NORMALIZE_COLUMN
I want to assign labels to country,LABEL_ENCODE_COLUMN
fill na in gender using median,FILL_NA
clean duplicates,REMOVE_DUPLICATES_ROWS
trim extreme observations in score,REMOVE_OUTLIERS_COLUMN
standard scale score,STANDARDIZE_COLUMN
transform age to zero mean and unit variance,STANDARDIZE_COLUMN
please perform missing value imputation on department using mean,FILL_NA
get rid of outliers in age,REMOVE_OUTLIERS_COLUMN
could you standard scale age,STANDARDIZE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
make category a integer column,TYPE_CAST
could you perform missing value imputation on department using average,FILL_NA
kindly gender remove,DROP_COLUMN
encode gender,LABEL_ENCODE_COLUMN
remove extreme quantity values,REMOVE_OUTLIERS_COLUMN
typecast gender into string,TYPE_CAST
can you ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
"I want to rescale score to [0,1]",NORMALIZE_COLUMN
rescale score using min max normalization,NORMALIZE_COLUMN
I want to convert age to z scores,STANDARDIZE_COLUMN
clean unknown data in city using median,FILL_NA
help me to convert country to int,TYPE_CAST
please perform normalization on score,NORMALIZE_COLUMN
country should be int,TYPE_CAST
convert score to 0-1 range,NORMALIZE_COLUMN
cast country as string,TYPE_CAST
clean duplicates,REMOVE_DUPLICATES_ROWS
I need to transform salary to zero mean and unit variance,STANDARDIZE_COLUMN
kindly get rid of outliers in salary,REMOVE_OUTLIERS_COLUMN
no duplicate rows,REMOVE_DUPLICATES_ROWS
make age between 0 and 1,NORMALIZE_COLUMN
I need to replace blank data in gender with mode,FILL_NA
help me to drop extreme price,REMOVE_OUTLIERS_COLUMN
trim extreme observations in experience,REMOVE_OUTLIERS_COLUMN
cast city as float,TYPE_CAST
standardize the values of price,STANDARDIZE_COLUMN
kindly bring salary to range 0 and 1,NORMALIZE_COLUMN
please normalize score,NORMALIZE_COLUMN
kindly drop column category,DROP_COLUMN
erase gender,DROP_COLUMN
perform normalization on quantity,NORMALIZE_COLUMN
assign labels to category,LABEL_ENCODE_COLUMN
can you remove duplicate rows,REMOVE_DUPLICATES_ROWS
scale age between 0 and 1,NORMALIZE_COLUMN
make price between 0 and 1,NORMALIZE_COLUMN
detect and remove outliers for price,REMOVE_OUTLIERS_COLUMN
typecast gender into int,TYPE_CAST
category should be float,TYPE_CAST
kindly standardize the values of income,STANDARDIZE_COLUMN
can you department label encoding,LABEL_ENCODE_COLUMN
take out gender,DROP_COLUMN
can you standard scale rating,STANDARDIZE_COLUMN
fix unknown values in city with most common value,FILL_NA
label encode gender,LABEL_ENCODE_COLUMN
experience normalization,NORMALIZE_COLUMN
make quantity between 0 and 1,NORMALIZE_COLUMN
label encode department,LABEL_ENCODE_COLUMN
change category into int,TYPE_CAST
could you apply z score normalization to rating,STANDARDIZE_COLUMN
I want to clean null data in department using average,FILL_NA
make age between 0 and 1,NORMALIZE_COLUMN
I need to detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
could you filter extreme values from price,REMOVE_OUTLIERS_COLUMN
kindly apply z score normalization to score,STANDARDIZE_COLUMN
help me to exclude city column,DROP_COLUMN
turn country into integer,TYPE_CAST
I need to delete repeated records,REMOVE_DUPLICATES_ROWS
kindly experience standardization,STANDARDIZE_COLUMN
could you z score scale income,STANDARDIZE_COLUMN
I need to rescale salary using min max normalization,NORMALIZE_COLUMN
please clean duplicates,REMOVE_DUPLICATES_ROWS
bring score to range 0 and 1,NORMALIZE_COLUMN
label encode gender,LABEL_ENCODE_COLUMN
kindly eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
clean unknown data in city using average,FILL_NA
please convert category to numbers,LABEL_ENCODE_COLUMN
kindly discard the gender field,DROP_COLUMN
assign labels to gender,LABEL_ENCODE_COLUMN
clean missing data in gender using mean,FILL_NA
make experience between 0 and 1,NORMALIZE_COLUMN
please fill null values in country using median,FILL_NA
category remove,DROP_COLUMN
please transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
make dataset unique,REMOVE_DUPLICATES_ROWS
I want to remove outliers in salary,REMOVE_OUTLIERS_COLUMN
make experience between 0 and 1,NORMALIZE_COLUMN
kindly remove extreme rating values,REMOVE_OUTLIERS_COLUMN
assign labels to gender,LABEL_ENCODE_COLUMN
remove the category feature,DROP_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
assign labels to city,LABEL_ENCODE_COLUMN
can you get rid of outliers in salary,REMOVE_OUTLIERS_COLUMN
remove redundant rows,REMOVE_DUPLICATES_ROWS
category should be string,TYPE_CAST
filter extreme values from price,REMOVE_OUTLIERS_COLUMN
help me to apply feature scaling to salary,NORMALIZE_COLUMN
get rid of outliers in experience,REMOVE_OUTLIERS_COLUMN
could you erase status,DROP_COLUMN
remove the city feature,DROP_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
impute empty entries in city using mode,FILL_NA
standardize the values of experience,STANDARDIZE_COLUMN
please gender convert to string,TYPE_CAST
apply label encoding to department,LABEL_ENCODE_COLUMN
scale income between 0 and 1,NORMALIZE_COLUMN
change gender into float,TYPE_CAST
assign labels to status,LABEL_ENCODE_COLUMN
bring rating to range 0 and 1,NORMALIZE_COLUMN
"rescale experience to [0,1]",NORMALIZE_COLUMN
please convert city to integer,TYPE_CAST
discard the category field,DROP_COLUMN
no duplicate rows,REMOVE_DUPLICATES_ROWS
label encode department,LABEL_ENCODE_COLUMN
help me to apply label encoding to country,LABEL_ENCODE_COLUMN
could you convert department to numbers,LABEL_ENCODE_COLUMN
normalize score,NORMALIZE_COLUMN
could you apply standard scaler to rating,STANDARDIZE_COLUMN
