sentence,intent
help me to perform standard scaling on score,STANDARDIZE_COLUMN
scale experience between 0 and 1,NORMALIZE_COLUMN
substitute empty values in country by most common value,FILL_NA
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
clean outliers from rating,REMOVE_OUTLIERS_COLUMN
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
typecast gender into string,TYPE_CAST
can you delete status from the dataset,DROP_COLUMN
exclude department column,DROP_COLUMN
help me to remove duplicate rows,REMOVE_DUPLICATES_ROWS
apply feature scaling to rating,NORMALIZE_COLUMN
convert gender into numeric labels,LABEL_ENCODE_COLUMN
transform experience to zero mean and unit variance,STANDARDIZE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
help me to trim extreme observations in score,REMOVE_OUTLIERS_COLUMN
eliminate column named gender,DROP_COLUMN
replace blank data in category with median,FILL_NA
could you convert status into numeric labels,LABEL_ENCODE_COLUMN
help me to handle null values for city with median,FILL_NA
can you perform normalization on price,NORMALIZE_COLUMN
apply z score normalization to experience,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
exclude country column,DROP_COLUMN
eliminate column named status,DROP_COLUMN
please apply standard scaler to rating,STANDARDIZE_COLUMN
can you impute unknown entries in category using average,FILL_NA
encode categories in status as integers,LABEL_ENCODE_COLUMN
please clean outliers from salary,REMOVE_OUTLIERS_COLUMN
I need to standardize the values of salary,STANDARDIZE_COLUMN
could you apply min max scaling to price,NORMALIZE_COLUMN
use mode strategy to treat undefined values in category,FILL_NA
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
typecast city into string,TYPE_CAST
please drop all duplicates,REMOVE_DUPLICATES_ROWS
apply median imputation on category,FILL_NA
drop column gender,DROP_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
transform score to zero mean and unit variance,STANDARDIZE_COLUMN
remove the country feature,DROP_COLUMN
kindly perform normalization on quantity,NORMALIZE_COLUMN
I need to apply standard scaler to age,STANDARDIZE_COLUMN
remove the status feature,DROP_COLUMN
kindly standardize price,STANDARDIZE_COLUMN
could you z-score normalize rating,STANDARDIZE_COLUMN
I want to remove the city feature,DROP_COLUMN
handle undefined values for status with median,FILL_NA
could you make gender a integer column,TYPE_CAST
help me to clean outliers from quantity,REMOVE_OUTLIERS_COLUMN
eliminate column named status,DROP_COLUMN
kindly filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
I need to replace blank data in department with median,FILL_NA
delete repeated records,REMOVE_DUPLICATES_ROWS
I want to detect and remove outliers for experience,REMOVE_OUTLIERS_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
ensure dataset has no duplicate rows,REMOVE_DUPLICATES_ROWS
eliminate abnormal values in quantity,REMOVE_OUTLIERS_COLUMN
impute empty entries in city using average,FILL_NA
could you apply mean imputation on gender,FILL_NA
delete gender from the dataset,DROP_COLUMN
change data type of gender to string,TYPE_CAST
kindly detect and remove outliers for score,REMOVE_OUTLIERS_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
remove status attribute completely,DROP_COLUMN
normalize income,NORMALIZE_COLUMN
transform country into integer type,TYPE_CAST
remove category attribute completely,DROP_COLUMN
could you convert department into numeric labels,LABEL_ENCODE_COLUMN
convert categorical values in city to labels,LABEL_ENCODE_COLUMN
standardize income,STANDARDIZE_COLUMN
apply feature scaling to score,NORMALIZE_COLUMN
I want to remove redundant rows,REMOVE_DUPLICATES_ROWS
impute blank entries in city using most common value,FILL_NA
could you eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
I want to change data type of country to integer,TYPE_CAST
convert city to int,TYPE_CAST
substitute NaN values in country by median,FILL_NA
transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
I need to make department a int column,TYPE_CAST
remove the category feature,DROP_COLUMN
substitute undefined values in city by median,FILL_NA
delete city from the dataset,DROP_COLUMN
please perform normalization on age,NORMALIZE_COLUMN
standardize income,STANDARDIZE_COLUMN
I want to transform department into float type,TYPE_CAST
apply z score normalization to price,STANDARDIZE_COLUMN
I need to normalize quantity,NORMALIZE_COLUMN
delete status from the dataset,DROP_COLUMN
I need to replace missing data in country with mean,FILL_NA
apply most common value imputation on department,FILL_NA
could you substitute NaN values in category by mean,FILL_NA
kindly discard the city field,DROP_COLUMN
make status a integer column,TYPE_CAST
help me to encode categories in status as integers,LABEL_ENCODE_COLUMN
perform missing value imputation on category using median,FILL_NA
clean outliers from income,REMOVE_OUTLIERS_COLUMN
scale age between 0 and 1,NORMALIZE_COLUMN
help me to scale rating between 0 and 1,NORMALIZE_COLUMN
z-score normalize experience,STANDARDIZE_COLUMN
apply feature scaling to age,NORMALIZE_COLUMN
I need to scale age between 0 and 1,NORMALIZE_COLUMN
eliminate abnormal values in price,REMOVE_OUTLIERS_COLUMN
I need to perform standard scaling on quantity,STANDARDIZE_COLUMN
detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
make category a string column,TYPE_CAST
I need to label encode status,LABEL_ENCODE_COLUMN
could you drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for age,REMOVE_OUTLIERS_COLUMN
map department categories to numbers,LABEL_ENCODE_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
please apply min max scaling to quantity,NORMALIZE_COLUMN
convert country to string,TYPE_CAST
remove status attribute completely,DROP_COLUMN
transform department using label encoder,LABEL_ENCODE_COLUMN
scale rating between 0 and 1,NORMALIZE_COLUMN
kindly rescale age using min max normalization,NORMALIZE_COLUMN
fill NaN values in country using mean,FILL_NA
scale experience between 0 and 1,NORMALIZE_COLUMN
I need to perform missing value imputation on country using mean,FILL_NA
I want to clean duplicate observations,REMOVE_DUPLICATES_ROWS
I want to remove status attribute completely,DROP_COLUMN
typecast gender into string,TYPE_CAST
delete department from the dataset,DROP_COLUMN
drop column gender,DROP_COLUMN
please scale age between 0 and 1,NORMALIZE_COLUMN
can you change data type of status to float,TYPE_CAST
clean outliers from age,REMOVE_OUTLIERS_COLUMN
kindly filter extreme values from salary,REMOVE_OUTLIERS_COLUMN
apply feature scaling to rating,NORMALIZE_COLUMN
discard the country field,DROP_COLUMN
convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
drop all duplicates,REMOVE_DUPLICATES_ROWS
I want to drop anomalous data points in score,REMOVE_OUTLIERS_COLUMN
perform standard scaling on age,STANDARDIZE_COLUMN
can you delete repeated records,REMOVE_DUPLICATES_ROWS
remove the category feature,DROP_COLUMN
perform normalization on experience,NORMALIZE_COLUMN
remove status attribute completely,DROP_COLUMN
I need to filter extreme values from salary,REMOVE_OUTLIERS_COLUMN
cast department as int,TYPE_CAST
filter extreme values from quantity,REMOVE_OUTLIERS_COLUMN
I need to scale salary between 0 and 1,NORMALIZE_COLUMN
eliminate abnormal values in score,REMOVE_OUTLIERS_COLUMN
remove outliers in score,REMOVE_OUTLIERS_COLUMN
detect and remove outliers for quantity,REMOVE_OUTLIERS_COLUMN
map country categories to numbers,LABEL_ENCODE_COLUMN
can you map country categories to numbers,LABEL_ENCODE_COLUMN
I want to detect and remove outliers for salary,REMOVE_OUTLIERS_COLUMN
help me to convert gender into numeric labels,LABEL_ENCODE_COLUMN
standardize the values of age,STANDARDIZE_COLUMN
transform gender using label encoder,LABEL_ENCODE_COLUMN
help me to filter extreme values from price,REMOVE_OUTLIERS_COLUMN
convert country to integer,TYPE_CAST
rescale price using min max normalization,NORMALIZE_COLUMN
impute empty entries in department using median,FILL_NA
delete repeated records,REMOVE_DUPLICATES_ROWS
apply z score normalization to salary,STANDARDIZE_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
scale income between 0 and 1,NORMALIZE_COLUMN
remove gender attribute completely,DROP_COLUMN
perform standard scaling on income,STANDARDIZE_COLUMN
could you convert city to int,TYPE_CAST
kindly perform standard scaling on price,STANDARDIZE_COLUMN
please standardize score,STANDARDIZE_COLUMN
can you clean outliers from age,REMOVE_OUTLIERS_COLUMN
I need to convert gender into numeric labels,LABEL_ENCODE_COLUMN
I want to remove outliers in age,REMOVE_OUTLIERS_COLUMN
help me to clean duplicate observations,REMOVE_DUPLICATES_ROWS
eliminate column named category,DROP_COLUMN
I need to apply min max scaling to salary,NORMALIZE_COLUMN
could you transform category into integer type,TYPE_CAST
drop column gender,DROP_COLUMN
transform country using label encoder,LABEL_ENCODE_COLUMN
help me to convert country into numeric labels,LABEL_ENCODE_COLUMN
apply most frequent value imputation on country,FILL_NA
remove redundant rows,REMOVE_DUPLICATES_ROWS
replace undefined data in gender with median,FILL_NA
I need to filter extreme values from age,REMOVE_OUTLIERS_COLUMN
convert quantity to 0-1 range,NORMALIZE_COLUMN
impute NaN entries in category using average,FILL_NA
z-score normalize rating,STANDARDIZE_COLUMN
convert categorical values in status to labels,LABEL_ENCODE_COLUMN
impute missing entries in city using average,FILL_NA
convert country into numeric labels,LABEL_ENCODE_COLUMN
normalize rating,NORMALIZE_COLUMN
help me to transform quantity to zero mean and unit variance,STANDARDIZE_COLUMN
help me to normalize age,NORMALIZE_COLUMN
I want to eliminate column named category,DROP_COLUMN
I need to standardize the values of price,STANDARDIZE_COLUMN
I want to transform rating to zero mean and unit variance,STANDARDIZE_COLUMN
can you drop all duplicates,REMOVE_DUPLICATES_ROWS
I need to scale salary between 0 and 1,NORMALIZE_COLUMN
z-score normalize rating,STANDARDIZE_COLUMN
I want to remove redundant rows,REMOVE_DUPLICATES_ROWS
map gender categories to numbers,LABEL_ENCODE_COLUMN
delete repeated records,REMOVE_DUPLICATES_ROWS
I want to scale rating between 0 and 1,NORMALIZE_COLUMN
fill undefined values in country using most frequent value,FILL_NA
rescale quantity using min max normalization,NORMALIZE_COLUMN
transform category into string type,TYPE_CAST
please remove the department feature,DROP_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
drop column gender,DROP_COLUMN
change data type of city to integer,TYPE_CAST
I need to drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
can you change data type of country to float,TYPE_CAST
can you perform standard scaling on income,STANDARDIZE_COLUMN
impute blank entries in country using average,FILL_NA
delete repeated records,REMOVE_DUPLICATES_ROWS
set country datatype as int,TYPE_CAST
standardize the values of quantity,STANDARDIZE_COLUMN
remove the category feature,DROP_COLUMN
filter extreme values from experience,REMOVE_OUTLIERS_COLUMN
apply mean imputation on city,FILL_NA
apply label encoding to status,LABEL_ENCODE_COLUMN
perform standard scaling on price,STANDARDIZE_COLUMN
kindly transform country using label encoder,LABEL_ENCODE_COLUMN
drop anomalous data points in income,REMOVE_OUTLIERS_COLUMN
discard the status field,DROP_COLUMN
remove outliers in score,REMOVE_OUTLIERS_COLUMN
I need to encode categories in department as integers,LABEL_ENCODE_COLUMN
clean outliers from price,REMOVE_OUTLIERS_COLUMN
kindly drop anomalous data points in age,REMOVE_OUTLIERS_COLUMN
apply z score normalization to quantity,STANDARDIZE_COLUMN
clean outliers from price,REMOVE_OUTLIERS_COLUMN
map department categories to numbers,LABEL_ENCODE_COLUMN
could you delete repeated records,REMOVE_DUPLICATES_ROWS
kindly standardize experience,STANDARDIZE_COLUMN
could you make category a float column,TYPE_CAST
apply label encoding to status,LABEL_ENCODE_COLUMN
convert city to float,TYPE_CAST
eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
map category categories to numbers,LABEL_ENCODE_COLUMN
please clean outliers from rating,REMOVE_OUTLIERS_COLUMN
impute NaN entries in city using most frequent value,FILL_NA
kindly transform country into string type,TYPE_CAST
could you map gender categories to numbers,LABEL_ENCODE_COLUMN
perform missing value imputation on status using median,FILL_NA
kindly delete repeated records,REMOVE_DUPLICATES_ROWS
eliminate abnormal values in experience,REMOVE_OUTLIERS_COLUMN
z-score normalize price,STANDARDIZE_COLUMN
convert department to string,TYPE_CAST
convert department into numeric labels,LABEL_ENCODE_COLUMN
please remove redundant rows,REMOVE_DUPLICATES_ROWS
fill NaN values in department using most frequent value,FILL_NA
can you perform missing value imputation on status using median,FILL_NA
can you impute NaN entries in city using average,FILL_NA
apply z score normalization to price,STANDARDIZE_COLUMN
I want to apply median imputation on country,FILL_NA
I need to convert categorical values in gender to labels,LABEL_ENCODE_COLUMN
transform city into integer type,TYPE_CAST
could you transform status into int type,TYPE_CAST
clean outliers from price,REMOVE_OUTLIERS_COLUMN
clean duplicate observations,REMOVE_DUPLICATES_ROWS
please eliminate duplicate entries from dataset,REMOVE_DUPLICATES_ROWS
drop all duplicates,REMOVE_DUPLICATES_ROWS
label encode category,LABEL_ENCODE_COLUMN
apply standard scaler to income,STANDARDIZE_COLUMN
kindly detect and remove outliers for experience,REMOVE_OUTLIERS_COLUMN
remove the status feature,DROP_COLUMN
remove duplicate rows,REMOVE_DUPLICATES_ROWS
help me to delete repeated records,REMOVE_DUPLICATES_ROWS
normalize price,NORMALIZE_COLUMN
could you apply z score normalization to price,STANDARDIZE_COLUMN
convert age to 0-1 range,NORMALIZE_COLUMN
could you make city a int column,TYPE_CAST
